"data__story","data__message","data__updated_time","data__id","paging__previous","paging__next"
"","דירה ענקית באבן גבירול פינת דיזינגוף לשבוע ביולי ₪1,900  אני ויעלי יוצאים לחופשת הקיץ השנתית (: מסבלטים את הבית המהממם שלנו!  והענק שלנו (80 מ""ר)  באבן גבירול פינת דיזינגוף בין התאריכים 30.6 עד ל 7.7  המחיר: 1900ש""ח  בין הפעמים היחידות שהתמונות נראות פחות טוב מהבית (המבקרים יעידו!) אז אם אתם מכירים מישהו שמכיר מישהו שמכיר מישהו אתם מוזמנים לשלוח לי  הודעה בפרטי ונדסקס","2015-06-06T17:32:26+0000","707688259256219_1009250735766635","https://graph.facebook.com/v2.4/707688259256219/feed?limit=1000&format=json&__paging_token=enc_AdCw2dRPuuEkHNI9ZCOyk1jOGBNHmY1pMoXZClvxD89jjh4y09uGxNfw6U2DhDbpivQYKCM0tn74ZBRq5mYEc7xUcvdNHiH66daTTul8wtNgAaVgQZDZD&since=1433611946&access_token=CAACEdEose0cBAHFTnXdZAvd7RtEomhXVVYGrkIJuHms70bEovtxrO0bBk2PWP0PHhERoiKVG2S7ZCYayGIt6ULeJZCFMhHT4m1xTqCC5XDd1d2z2alIUxw6A5ZBf8Ss0FEx6llS3TAtyVpk4f91043aohdeXNRqxf9o8t5y75ZBHkEDXYYdSXH77Lp9JskakRXZAnhatUX0AZDZD&__previous=1","https://graph.facebook.com/v2.4/707688259256219/feed?limit=1000&format=json&__paging_token=enc_AdBPzyL6I5upDH1ci8VpaJMzyJXU37qJZApOe49EmURC0UvaGHBRFqwdPaOQJFNgsZAcOBwJe8esLykONlmPyKC4qg3pCIZC8MUVluqsgzdZCFP4ZCwZDZD&access_token=CAACEdEose0cBAHFTnXdZAvd7RtEomhXVVYGrkIJuHms70bEovtxrO0bBk2PWP0PHhERoiKVG2S7ZCYayGIt6ULeJZCFMhHT4m1xTqCC5XDd1d2z2alIUxw6A5ZBf8Ss0FEx6llS3TAtyVpk4f91043aohdeXNRqxf9o8t5y75ZBHkEDXYYdSXH77Lp9JskakRXZAnhatUX0AZDZD&until=1424296894"
"","דירה מדהימה, 2 חדרים ומרפסת, משופצת, קרובה לים, בצפון הישן של ת""א. ₪3,300  שדרות נורדאו פינת יהושע בן-נון 17-31.7","2015-06-06T16:36:18+0000","707688259256219_1009369925754716","",""
"","סבלט מטורף בדירת שותפים ביפו העתיקה. החל מה25 ליוני ועד ל10 לאוגוסט. הדירה גדולה מאוד, מוארת, מרווחת ומצויידת בהכל – אינטרנט, דוד שמש, מזגן, מכונת כביסה, מדיח כלים, סלון מרווח, חנייה לרכב ומטבח מאובזר!!!. 5 דק' הליכה לים ולנמל יפו. 10 דקות הליכה לשוק הפשפשים ו20 דקות נסיעת אוטובוס למרכז תל אביב. החדר גדול, מואר ויש לו יציאה למרפסת שפונה לים!!!. בדירה נשארת שותפה שממעיטה להיות בבית ואני. שכונה שקטה שמתאימה לאלו המחפשים שקט במחיר שפוי. אבן סינא 72, יפו 3800 ₪ כולל הכל!!! [גמיש]. ניתן לפנות לאורי – 0523129010, צביקה – 0509297007 Crazy sublet in a flat mate apartment located in Old Jaffa. Starting at june 25th till August 10th. Fully equipped large and bright apartment including a large kitchen, Wifi, A\C, washing machine, dish washer, saloon and free parking on the street. There is a nice balcony from the room viewing the sea as well. 5 min walk to the beach and Jaffa port, 10 min walk to the Flea market and 20 min bus ride to Tel-Aviv center. A very quiet neighborhood, suitable for those who want to be outside of central Tel-Aviv but close enough. In the house stays a female roommate and I. we both are very friendly  Ibn-Sina 72, Jaffa 3800 Nis including everything!!! [Flexible] Contact: Uri – 0523129010 Zvika - 0509297007","2015-06-06T16:23:27+0000","707688259256219_1009358952422480","",""
"","היי אנחנן עדיין מחפשים דירה בין התאריכים 21-28 ביוני אז אם יש לכם משהו מעניין במרכז תל אביב - תכתבו לי:)","2015-06-06T15:06:20+0000","707688259256219_1009311849093857","",""
"","VACATION SUBLET ₪2,500  We are leaving for vacation and subletting our apartment. It is situated near Ben Yehuda/Bograshov intersection (but on a quiet street),  which means that you can go down to the beach in about 5 minutes.  This is not to mention the lively surroundings with many bars, restaurants  and coffee shops. We are locking down one of the rooms with our stuff,  otherwise all the apartment is yours. You will have:  - a spacious bedroom (w/double bed and sofa) - living room - fully equipped kitchen - cosy balcony  There is also a cat that we would be happy to leave for you to take care about for a discount, or, if you don't like this idea, we can come to another arrangement.   The apartment is available 15/7-08/08, though we are flexible to the scale of several days. In any case we rent it out for two weeks minimum. The price is $650/week (2500 nis/week)   The bedroom is regularly sublet on airbnb and you can consult the reviews here: https://www.airbnb.com/rooms/4462527  The announcement for the entire apartment (with photos) is here:  https://www.airbnb.com/rooms/5784090  You are welcome to address us on airbnb or by messaging me or Anna Gorodetskaya on facebook.","2015-06-06T15:04:54+0000","707688259256219_1008778969147145","",""
"","SAMSUNG GALAXY S6 32GB ₪1,900  for sale brand new mobile phones unlocked and simfree sealed in the box with warranty APPLE IPHONE 6 16GB............................450$ APPPLE IPHONE 6 64GB.............................500$ APPPLE IPHONE 6 128GB............................550$ APPPLE IPHONE 6 PLUS 16GB .......................500$ APPLE IPHONE 6 PLUS 64GB.........................550$ APPLE IPHONE 6 PLUS 128 GB.......................600$ SAMSUNG GALAXY S6 32GB...........................500$ SAMSUNG GALAXY S6 64GB...........................550$ SAMSUNG GALAXY S6 128GB.........................600$ SAMSUNG GALAXY S6 EDGE 32GB......................550$ SASMUNG GALAXY S6 EDGE 64GB......................600$ SAMSUNG GALAXY S6 EDGE 128GB.....................650$ APPLE IPHONE 5S 16GB.............................250$ APPPLE IPHONE 5S 32GB............................270$ APPLE IPHONE 5S 64GB.............................300$ i can only respond to emails or skype messages  email: gadgets4ukretailltd2010@gmail.com skype: elect.deals2","2015-06-06T14:10:06+0000","707688259256219_1009278395763869","",""
"","יחידת דיור הכוללת ריהוט:מיטה,טלויזיה LCD 42,מזגן,ארון,מקרר,מקלחת ושירותים.חשוב לציין אין מטבח בדירה. כמו כן ישנו גג (30 מ""ר) הכולל: שולחן+כסאות,ערכת מנגל,חבלי כביסה וערסל. המחיר הוא 2200 ש""ח כולל ארנונה ומים. הדירה ממוקמת בדרום תל אביב ברח' תדהר דוד 7 (2 דק' הליכה מרכבת ההגנה), פנויה בין התאריכים 16.6.15-14.1.16 אלירן-0504681574","2015-06-06T13:10:03+0000","707688259256219_1009257282432647","",""
"","J a f f a sublet ! Next to Flee Market ! ₪5,500 - All lines going to Yerushlaim Bul. Jaffa  J a f f a sublet ! Next to Flee Market !  Two rooms apt. plus great balcony. All facilities needed including air conditioner, ceiling fan, washing machine.  Only 5 min walk to the beach and a step from major public trans. lines.  starting 01/07","2015-06-06T12:52:25+0000","707688259256219_1009252849099757","",""
"","","2015-06-06T11:52:09+0000","707688259256219_1009235549101487","",""
"","","2015-06-06T09:38:27+0000","707688259256219_1009160095775699","",""
"","סבלט ₪1,250  מסאבלט את דירתי בשכונת פלורנטין לשבועיים עם אופציה להארכה. דירת 2 חדרים (כ-30 מ""ר) עורפית, חמודה ושקטה בקומה שלישית, 2500 ש""ח לחודש (כך ששבועיים זה חצי). מיידי, ליום ראשון הקרוב. מי שבעניין או מכיר מישהו כזה מוזמן לפנות אלי בפרטי. בונוס: הדירה באה עם פסנתר :)  ימים נעימים.","2015-06-05T19:04:49+0000","707688259256219_1008381579186884","",""
"","Become Bilingual  by meeting people from around the world! Cultural & Language exchange event, Occurring every Sunday & Thursday in the center of Tel Aviv.  The event host people from all around the world: Ulpan Students, Tourists, Zabars – The goal is to practice languages  and meet new people from different countries and create for yourself a home away from home.  The mission: Chose a table with your preferred language, have a sit and a beer and practice the language.  https://www.facebook.com/YeahCulturalIsrael","2015-06-05T09:46:59+0000","707688259256219_1008732382485137","",""
"Meir Kohen shared his post to the group: ‎סבלט בתל אביב לתקופות קצרות‎.","","2015-06-05T09:40:42+0000","707688259256219_1008730669151975","",""
